Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins
Input;Mediterranean bass, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Megrim, consumption mix {FR} U;Megrim, consumption mix {FR} U;1.0;kg;
Input;Megrim, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Megrim, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Megrim, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Melon, consumption mix {FR} U;Melon, consumption mix {FR} U;1.0;kg;
Input;Melon, consumption mix {FR} U;Melon, conventional, national average, at farm gate {FR} U;0.242;kg;FR used as a substitute for ES
Input;Melon, consumption mix {FR} U;Melon, conventional, national average, at farm gate {FR} U;0.758;kg;
Output;Mesclun or salads, consumption mix {FR} U;Mesclun or salads, consumption mix {FR} U;1.0;kg;
Input;Mesclun or salads, consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Millet, consumption mix {FR} U;Millet, consumption mix {FR} U;1.0;kg;
Input;Millet, consumption mix {FR} U;Wheat grain {FR}| wheat production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Mimolette cheese production, extra old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, extra old, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mimolette cheese production, extra old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, extra old, from cow's milk, hard cheese, French production mix, at plant, 1 kg of extra old Mimolette cheese (PGi) {FR} U;1.0;kg;
Output;Mimolette cheese production, from cow's milk, consumption mix {FR} U;Mimolette cheese production, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mimolette cheese production, from cow's milk, consumption mix {FR} U;Mimolette cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Mimolette cheese (PGi) {FR} U;1.0;kg;
Output;Mimolette cheese production, half-old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, half-old, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mimolette cheese production, half-old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, half-old, from cow's milk, hard cheese, French production mix, at plant, 1 kg of half-old Mimolette cheese (PGi) {FR} U;1.0;kg;
Output;Mimolette cheese production, old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, old, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mimolette cheese production, old, from cow's milk, consumption mix {FR} U;Mimolette cheese production, old, from cow's milk, hard cheese, French production mix, at plant, 1 kg of old Mimolette cheese (PGi) {FR} U;1.0;kg;
Output;Mimolette cheese production, young, from cow's milk, consumption mix {FR} U;Mimolette cheese production, young, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mimolette cheese production, young, from cow's milk, consumption mix {FR} U;Mimolette cheese production, young, from cow's milk, hard cheese, French production mix, at plant, 1 kg of young Mimolette cheese (PGi) {FR} U;1.0;kg;
Output;Mineral water, consumption mix {FR} U;Mineral water, consumption mix {FR} U;1.0;kg;
Input;Mineral water, consumption mix {FR} U;Mineral water, still, PET one-way, 1.5 L, at water factory {FR} - Adapted from WFLDB U;1.0;l;Raw material and transport included in the dataset used.
Output;Mint, fresh, consumption mix {FR} U;Mint, fresh, consumption mix {FR} U;1.0;kg;
Input;Mint, fresh, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Molokhia powder (dried jute leaves), consumption mix {FR} U;Molokhia powder (dried jute leaves), consumption mix {FR} U;1.0;kg;
Input;Molokhia powder (dried jute leaves), consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for molokhia)
Output;Morbier cheese, from cow's milk, consumption mix {FR} U;Morbier cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Morbier cheese, from cow's milk, consumption mix {FR} U;Morbier cheese production, from cow's milk, hard cheese, French production mix, at plant, 1 kg of Morbier cheese (PGi) {FR} U;1.0;kg;
Output;Morel, consumption mix {FR} U;Morel, consumption mix {FR} U;1.0;kg;
Input;Morel, consumption mix {FR} U;Agaricus bisporus mushroom, fresh, at plant {NL} - Adapted from WFLDB U;1.0;kg;
Output;Morello cherry, consumption mix {FR} U;Morello cherry, consumption mix {FR} U;1.0;kg;
Input;Morello cherry, consumption mix {FR} U;Cherry, conventional, national average, at orchard {FR} U;1.0;kg;
Output;Mozzarella cheese, from cow's milk, consumption mix {FR} U;Mozzarella cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Mozzarella cheese, from cow's milk, consumption mix {FR} U;Mozzarella cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Mozzarella type soft cheese (PGi) {FR} U;1.0;kg;
Output;Mullet, consumption mix {FR} U;Mullet, consumption mix {FR} U;1.0;kg;
Input;Mullet, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Mullet, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Mullet, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Mung bean, consumption mix {FR} U;Mung bean, consumption mix {FR} U;1.0;kg;
Input;Mung bean, consumption mix {FR} U;Fava bean, Swiss integrated production {CH}| fava bean production, Swiss integrated production, at farm | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Munster cheese, from cow's milk, consumption mix {FR} U;Munster cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Munster cheese, from cow's milk, consumption mix {FR} U;Munster cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Munster type soft cheese (PGi) {FR} U;1.0;kg;
Output;Mushroom, consumption mix {FR} U;Mushroom, consumption mix {FR} U;1.0;kg;
Input;Mushroom, consumption mix {FR} U;Agaricus bisporus mushroom, fresh, at plant {NL} - Adapted from WFLDB U;0.87;kg;NL used as a substitute for FR
Input;Mushroom, consumption mix {FR} U;Agaricus bisporus mushroom, fresh, at plant {NL} - Adapted from WFLDB U;0.13;kg;
Output;Mussel, consumption mix {FR} U;Mussel, consumption mix {FR} U;1.0;kg;
Input;Mussel, consumption mix {FR} U;Mussels, with shell, at farm gate {FR} U;1.0;kg;
Output;Mustard grain, consumption mix {FR} U;Mustard grain, consumption mix {FR} U;1.0;kg;
Input;Mustard grain, consumption mix {FR} U;Mustard, proxy from Rape seed {Canada without Quebec}| rape seed production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Nectarine, consumption mix {FR} U;Nectarine, consumption mix {FR} U;1.0;kg;
Input;Nectarine, consumption mix {FR} U;Peach, conventional, national average, at orchard {FR} U;1.0;kg;
Output;Neufchatel cheese, from cow's milk, consumption mix {FR} U;Neufchatel cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Neufchatel cheese, from cow's milk, consumption mix {FR} U;Neufchatel cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Neufchatel type soft cheese (PGi) {FR} U;1.0;kg;
Output;New Zealand spinach, consumption mix {FR} U;New Zealand spinach, consumption mix {FR} U;1.0;kg;
Input;New Zealand spinach, consumption mix {FR} U;Spinach {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Nile perch, consumption mix {FR} U;Nile perch, consumption mix {FR} U;1.0;kg;
Input;Nile perch, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Nile perch, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Nile perch, consumption mix {FR} U;Large trout, 2-4kg, conventional, at farm gate {FR} U;0.4;kg;
Output;Nursehound or lesser spotted dogfish, consumption mix {FR} U;Nursehound or lesser spotted dogfish, consumption mix {FR} U;1.0;kg;
Input;Nursehound or lesser spotted dogfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Nursehound or lesser spotted dogfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Nursehound or lesser spotted dogfish, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Nutmeg, consumption mix {FR} U;Nutmeg, consumption mix {FR} U;1.0;kg;
Input;Nutmeg, consumption mix {FR} U;Fennel {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;0.214;kg;GLO used as a substitute for GT
Input;Nutmeg, consumption mix {FR} U;Fennel {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;0.786;kg;GLO used as a substitute for ID
Output;Oat, consumption mix {FR} U;Oat, consumption mix {FR} U;1.0;kg;
Input;Oat, consumption mix {FR} U;Oat grain {RoW}| oat production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;
Output;Off-season cucumber, consumption mix {FR} U;Off-season cucumber, consumption mix {FR} U;1.0;kg;
Input;Off-season cucumber, consumption mix {FR} U;Cucumber {GLO}| cucumber production, in heated greenhouse | Cut-off, U - Adapted from Ecoinvent U;0.251;kg;GLO used as a substitute for ES
Input;Off-season cucumber, consumption mix {FR} U;Cucumber {GLO}| cucumber production, in heated greenhouse | Cut-off, U - Adapted from Ecoinvent U;0.749;kg;GLO used as a substitute for FR
Output;Off-season strawberries, consumption mix {FR} U;Off-season strawberries, consumption mix {FR} U;1.0;kg;
Input;Off-season strawberries, consumption mix {FR} U;Strawberry for processing, open field, conventional, at farm gate {ES} U;1.0;kg;
Output;Off-season tomatoes, consumption mix {FR} U;Off-season tomatoes, consumption mix {FR} U;1.0;kg;
Input;Off-season tomatoes, consumption mix {FR} U;Tomato, fresh grade {ES}| tomato production, fresh grade, in unheated greenhouse | Cut-off, U - Copied from Ecoinvent U;0.625;kg;ES used as a substitute for MA
Input;Off-season tomatoes, consumption mix {FR} U;Tomato, average basket, conventional, heated greenhouse, national average, at greenhouse {FR} U;0.375;kg;
Output;Okra, consumption mix {FR} U;Okra, consumption mix {FR} U;1.0;kg;
Input;Okra, consumption mix {FR} U;Fennel {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;0.82;kg;GLO used as a substitute for IN
Input;Okra, consumption mix {FR} U;Fennel {GLO}| production | Cut-off, U - Adapted from Ecoinvent U;0.18;kg;GLO used as a substitute for NG
Output;Olives, consumption mix {FR} U;Olives, consumption mix {FR} U;1.0;kg;
Input;Olives, consumption mix {FR} U;Olive {ES}| olive production | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;ES used as a substitute for FR
Output;Onions, consumption mix {FR} U;Onions, consumption mix {FR} U;1.0;kg;
Input;Onions, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;0.818;kg;
Input;Onions, consumption mix {FR} U;Onion {NL}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.182;kg;
Output;Onions, dried, consumption mix {FR} U;Onions, dried, consumption mix {FR} U;1.0;kg;
Input;Onions, dried, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;7.55832;kg;
Input;Onions, dried, consumption mix {FR} U;Onion {NL}| onion production | Cut-off, U - Adapted from Ecoinvent U;1.68168;kg;
Output;Onions, for industrial onions products, consumption mix {FR} U;Onions, for industrial onions products, consumption mix {FR} U;1.0;kg;
Input;Onions, for industrial onions products, consumption mix {FR} U;Onion {NL}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.5;kg;50% from EU - NL for EU
Input;Onions, for industrial onions products, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;0.5;kg;50% from FR
Output;Orange, consumption mix {FR} U;Orange, consumption mix {FR} U;1.0;kg;
Input;Orange, consumption mix {FR} U;Orange, fresh grade, at farm {ES} - Adapted from WFLDB U;0.0125;kg;ES used as a substitute for FR
Input;Orange, consumption mix {FR} U;Orange, fresh grade, at farm {ES} - Adapted from WFLDB U;0.85;kg;
Input;Orange, consumption mix {FR} U;Orange, fresh grade {ZA}| orange production, fresh grade | Cut-off, U - Adapted from Ecoinvent U;0.137;kg;
Output;Orange, for processing, consumption mix {GLO} U;Orange, for processing, consumption mix {GLO} U;1.0;kg;
Input;Orange, for processing, consumption mix {GLO} U;Orange, processing grade, at farm {GLO} - Adapted from WFLDB U;1.0;kg;Mix of raw material included in the dataset used.
Output;Oregano, dried, consumption mix {FR} U;Oregano, dried, consumption mix {FR} U;1.0;kg;
Input;Oregano, dried, consumption mix {FR} U;Mint {RoW}| mint production | Cut-off, U - Adapted from Ecoinvent U;4.96;kg;Water content of fresh and dry mint according to CIQUAL 2020 (proxy for oregano)
Output;Ossau-Iraty cheese, from ewe's milk, consumption mix {FR} U;Ossau-Iraty cheese, from ewe's milk, consumption mix {FR} U;1.0;kg;
Input;Ossau-Iraty cheese, from ewe's milk, consumption mix {FR} U;Ossau-Iraty cheese production, from ewe's milk, hard cheese, French production mix, at plant, 1 kg of hard cheese {FR} U;1.0;kg;
Output;Paddy rice, consumption mix {FR} U;Paddy rice, consumption mix {FR} U;1.0;kg;
Input;Paddy rice, consumption mix {FR} U;Rice, non-basmati {CN}| rice production, non-basmati | Cut-off, U - Adapted from Ecoinvent U;0.0817;kg;CN used as a substitute for VN
Input;Paddy rice, consumption mix {FR} U;Rice, basmati {IN}| rice production, basmati | Cut-off, U - Adapted from Ecoinvent U;0.098;kg;IN used as a substitute for BD
Input;Paddy rice, consumption mix {FR} U;Rice, basmati {IN}| rice production, basmati | Cut-off, U - Adapted from Ecoinvent U;0.132;kg;IN used as a substitute for ID
Input;Paddy rice, consumption mix {FR} U;Rice, non-basmati {CN}| rice production, non-basmati | Cut-off, U - Adapted from Ecoinvent U;0.394;kg;
Input;Paddy rice, consumption mix {FR} U;Rice, basmati {IN}| rice production, basmati | Cut-off, U - Adapted from Ecoinvent U;0.295;kg;
Output;Paddy rice, consumption mix {IT} U;Paddy rice, consumption mix {IT} U;1.0;kg;
Input;Paddy rice, consumption mix {IT} U;Rice, non-basmati {CN}| rice production, non-basmati | Cut-off, U - Adapted from Ecoinvent U;1.0;kg;CN used as proxy for IT - Consumption mixes data from Blonk Consultants (85% rice consumed in IT, produced in IT => normalized to 100% with cut-off rule)
Output;Palm heart, consumption mix {FR} U;Palm heart, consumption mix {FR} U;1.0;kg;
Input;Palm heart, consumption mix {FR} U;White asparagus {FR}| white asparagus production | Cut-off, U - Copied from Ecoinvent U;1.0;kg;
Output;Palm kernel oil, crude, consumption mix {FR} U;Palm kernel oil, crude, consumption mix {FR} U;1.0;kg;
Input;Palm kernel oil, crude, consumption mix {FR} U;Palm kernel oil, crude, at oil mill {ID} - Adapted from WFLDB U;0.593;kg;
Input;Palm kernel oil, crude, consumption mix {FR} U;Palm kernel oil, crude {RoW}| palm oil mill operation | Cut-off, S - Copied from Ecoinvent U;0.0465;kg;RoW used as a substitute for TH
Input;Palm kernel oil, crude, consumption mix {FR} U;Palm kernel oil, crude {MY}| palm oil mill operation | Cut-off, S - Copied from Ecoinvent U;0.36;kg;
Output;Palm kernel oil, refined, consumption mix {FR} U;Palm kernel oil, refined, consumption mix {FR} U;1.0;kg;
